year,cat_num,entries,cat_name,gold_beer,gold_brewery,gold_city,gold_state,silver_beer,silver_brewery,silver_city,silver_state,bronze_beer,bronze_brewery,bronze_city,bronze_state
2014,42,37,German-Style Schwarzbier,Schwartz Bier,Devils Backbone Brewing,Lexington,VA,Lobo Negro,Pedernales Brewing Co.,Fredericksburg,TX,Duck-Rabbit Schwarzbier,The Duck-Rabbit Craft Brewery,Farmville,NC
2006,63,18,Sweet Stout,Udder Goodness,Rock Bottom,Phoenix,AZ,Steel Toe Stout,Ska Brewing,Durango,CO,The Duck-Rabbit Milk Stout,The Duck-Rabbit Craft Brewery,Farmville,NC
2005,14,23,Smoke Beer,Alaskan Smoked Porter,Alaskan Brewing,Juneau,AK,Second Hand Smoke,SandLot Brewery at Coors Field,Denver,CO,Rauchator Dopplebock,The Fort Collins Brewery,Fort Collins,CO
2002,23,45,German-Style Märzen / Oktoberfest,Octoberfest,Empire Brewing Company of Rochester,Rochester,NY,Trout Brook Octoberfest Lager,Trout Brook Brewing Company,Hartford,CT,Great Dane Oktoberfest,The Great Dane Pub,Madison,WI
2003,49,18,German-Style Wheat Ale,Dunkel Weizen,The Unlikely Cowboy Restaurant & Brewery,Scottsdale,AZ,Berliner Weisse,Nodding Head Brewing,Philadelphia,PA,John Jacob Jingleheimer Schmidt Dunkeldoppelhefe,The Great Dane Pub,Madison,WI
2007,36,13,Baltic-Style Porter,Killer Kowalski,Flossmoor Station,Flossmoor,IL,Foothills Baltic Porter,Foothills Brewing,Winston-Salem,NC,Amnesia,The Grumpy Troll Restaurant & Brewery,Mount Horeb,WI
2003,20,21,American-Style Lager,Old Milwaukee,Pabst Brewing,San Antonio,TX,Rainier,Pabst Brewing,San Antonio,TX,Stegmaier Gold Medal,The Lion Brewery,Wilkes-Barre,PA
2010,16,39,American-Style Sour Ale,Brute,Ithaca Beer Co.,Ithaca,NY,Eric’s Ale,New Belgium Brewing,Fort Collins,CO,Red Poppy,The Lost Abbey,San Marcos,CA
2012,14,62,Experimental Beer,Redrock Paardebloem,Redrock Brewery,Salt Lake City,UT,Petit Obscura,Telegraph Brewing Co.,Santa Barbara,CA,Track #8,The Lost Abbey,San Marcos,CA
2013,19,31,American-Style Sour Ale,Ching Ching,Bend Brewing,Bend,OR,Myrtle,The Commons Brewery,Portland,OR,Red Poppy,The Lost Abbey,San Marcos,CA
2003,32,42,German-Style Kölsch/Köln-Style Kölsch,Atomic Blonde,Blue Corn Brewery,Albuquerque,NM,Bendsch,Deschutes Brewery,Bend,OR,Lighthouse Ale,The Oyster Bar Bistro & Brewery,Fort Wayne,IN
2000,15,23,European-Style Pilsener,Olde Buzzard Lager,Buzzards Bay Brewing,Westport,MA,Pinch Hit Pilsner,Sandlot Brewery,Denver,CO,Dortmunder,The Powerhouse Brewing Co.,Sebastopol,CA
2010,39,21,Baltic-Style Porter,3 Dog Night,Chama River Brewing,Albuquerque,NM,Collaborative EvilTriple Rock,Triple Rock Brewery,Berkeley,CA,Reverend Potter’s Baltic Porter,The Prodigal Brewery,Effingham,NH
2011,55,25,English-Style Mild Ale,Skidmark Brown Ale,Pizza Port,San Diego,CA,Dawn Patrol Dark,Pizza Port,Solana Beach,CA,Bird and Baby Mild,The Public House Brewing Co.,Rolla,MO
2015,23,86,American-Style Sour Ale,Savant Blanc,Perennial Artisan Ales,Saint Louis,MO,Ensorcelled,The Rare Barrel,Berkeley,CA,Apropos of Nothing,The Rare Barrel,Berkeley,CA
2008,21,31,Smoke Beer,Rauch Bier,Sly Fox Brewhouse,Royersford,PA,Alaskan Smoked Porter 2007,Alaskan Brewing,Juneau,AK,Second Hand Smoke,The SandLot,Denver,CO
2008,25,30,Munich-Style Helles,Himmelbrau Helles,Laurelwood Brewing,Portland,OR,Saint Arnold Summer Pils,Saint Arnold Brewing,Houston,TX,BS Helles,The SandLot,Denver,CO
2014,34,26,Dortmunder or German-Style Oktoberfest,The Weasel,CB & Potts Restaurant & Brewery,Highlands Ranch,CO,Rolling Thunder Dortmunder,Snake River Brewing,Jackson,WY,Move Back,The Sandlot,Denver,CO
2001,24,8,American-Style Dark Lager,Henry Weinhard's Dark,Blitz-Weinhard Brewing,Tumwater,WA,Freidobrau Oktoberfest,Big Horn Brewing,Dallas,TX,Shiner Bock,The Spoetzl Brewery,San Antonio,TX
2006,2,23,American-Style Wheat Beer,Pyramid Crystal Weizen,Pyramid Breweries,Seattle,WA,William Jones Wheat Beer,El Toro Brewing Co.,Morgan Hill,CA,Shiner Dunkelweizen,The Spoetzl Brewery,Shiner,TX
2004,3,20,American-Style Wheat Beer,Summer Solstice Wheat,Chelsea Brewing,New York,NY,Bullfrog Ale,Issaquah Brewhouse,Issaquah,WA,Shiner Winter Ale,The Spoetzl Brewery,Shiner,TX
2002,25,10,American Dark Lager,Henry Saxer Dark Lager,Portland Brewing,Portland,OR,Leinenkugel's Creamy Dark,Jacob Leinenkugel Brewing,Chippewa Falls,WI,Shiner Bock,The Spoetzl Brewery,San Antonio,TX
2002,3,46,American-Style Wheat Beer,Raw Wheat,Blind Tiger Brewery,Topeka,KS,Desert Wheat,P.H. Woods Restaurant,Moreno Valley,CA,Shiner Winter Ale,The Spoetzl Brewery,San Antonio,TX
2005,3,21,American-Style Wheat Beer,Triumph Honey Wheat,Triumph Brewing,New Hope,PA,Pyramid Crystal Weizen,Pyramid Breweries,Seattle,WA,Shiner Dunkelweizen,The Spoetzl Brewery,San Antonio,TX
2005,21,7,"American-Style ""Light"" Amber Lager",Sam Adams Light,Boston Beer Co.,Boston,MA,MoJo Lager,Starr Hill Brewing,Crozet,VA,Shiner Light,The Spoetzl Brewery,San Antonio,TX
2001,5,40,Fruit Beer,Raspberry Tart,New Glarus Brewing,New Glarus,WI,Belgian Style Red,New Glarus Brewing,New Glarus,WI,Railway Razz,The Willoughby Brewing Co.,Willoughby,OH
2001,30,31,Classic English-Style Pale Ale,Custer's Last Ale,Snake River Brewing,Jackson,WY,Breckenridge Pale Ale,Breckenridge Brewery,Denver,CO,Annadel Pale Ale,Third Street Ale Works,Santa Rosa,CA
2004,60,25,Classic Irish-Style Dry Stout,Seaside Stout,Pizza Port,Solana Beach,CA,Boulevard Dry Stout,Boulevard Brewing,Kansas City,MO,Blarney Sister's Dry Irish Stout,Third Street Ale Works,Santa Rosa,CA
2000,4,27,Fruit Beers (Other than Raspberry),Fuzzy Buzz Peach Ale,Copper Tank Brewing Co.,Dallas,TX,Orange Grove Ale,Craftsman Brewing Co.,Pasadena,CA,One Ton Blackberry Ale,Third Street Ale Works,Santa Rosa,CA
2010,45,109,American-Style Pale Ale,Mission Street Pale,Firestone Walker,Paso Robles,CA,Pale 31,Firestone Walker,Paso Robles,CA,Puddle Jumper Pale Ale,Third Street Ale Works,Santa Rosa,CA
2013,55,56,Imperial Red Ale,,,,,Rhino Chaser,Pizza Port,Ocean Beach,CA,Bombay Rouge Red IPA,Third Street Ale Works,Santa Rosa,CA
2009,72,22,American-Style Stout,Liberty Stout,Gella's Diner,Hays,KS,Troegs Dead Reckoning,Troegs Brewery,Harrisburg,PA,Stonefly Oatmeal Stout,Third Street Ale Works,Santa Rosa,CA
2007,65,24,Classic Irish-Style Dry Stout,Moylan’s Irish Dry Stout,Moylan's Brewery,Novato,CA,,,,,Blarney Sisters Dry Irish Stout,Third Street Ale Works,Santa Rosa,CA
2003,39,66,American-Style Amber/Red Ale,Rocket Red Ale,Big River Grille,Chattanooga,TN,Boont Amber,Anderson Valley Brewing,Booneville,CA,Hoppus Maximus,Thirsty Dog Brewing,Akron,OH
2005,42,60,American-Style Amber / Red Ale,Amber Waves Ale,Capitol City Brewing,Arlington,VA,Sunset Amber Ale,Oggi's Pizza and Brewing,San Clemente,CA,Hoppus Maximus,Thirsty Dog Brewing,Independence,OH
2003,61,40,Imperial Stout,Russian Imperial Stout,Iron Hill Brewery,Newark,DE,Backdraft Imperial Stout,Pumphouse Brewery,Longmont,CO,Siberian Night,Thirsty Dog Brewing,Akron,OH
2006,65,35,Imperial Stout,Russian Imperial Stout,Iron Hill Brewery,Media,PA,TAPS Imperial Russian Stout,TAPS Fish House & Brewery,Brea,CA,Siberian Night,Thirsty Dog Brewing,Independence,OH
2015,46,25,German-Style Doppelbock or Eisbock,The Regulator,Rahr & Sons Brewing,Fort Worth,TX,Procrastinator Doppelbock,Fitger’s Brewhouse,Duluth,MN,Hot for Teacher Ms. Doppelbock,Thr3e Wise Men Brewing Co.,Indianapolis,IN
2013,21,49,Wood- and Barrel-Aged Beer,Hellshire III,Oakshire Brewing,Eugene,OR,Barrel-Aged Frostbite Lager,RAM Restaurant & Brewery,IllinoisWheeling,IL,Rum Barrel Belgian Dubbel Style Ale,Three Brothers Brewing,Harrisonburg,VA
2008,31,48,German-Style Märzen,Dogtoberfest,Flying Dog Brewery,Frederick,MD,Saratoga Lager,Olde Saratoga Brewing Co.,Saratoga Springs,NY,Munsterfest,Three Floyds Brewing Co.,Munster,IN
2012,50,109,American-Style Pale Ale,Brickstone APA,Brickstone Brewery,Bourbonnais,IL,The Weight,Piece Brewery,Chicago,IL,Zombie Dust,Three Floyds Brewing Co.,Munster,IN
2010,32,41,German-Style Märzen,Flor Hosen,The SandLot,Denver,CO,Oh! Fest!,Schooner’s Grille & Brewery,Antioch,CA,Munsterfest,Three Floyds Brewing Co.,Munster,IN
2015,92,56,Barley Wine-Style Ale,Fat Hog,Ritual Brewing Co.,Redlands,CA,Statik,Brewery Rickoli,Wheat Ridge,CO,Old Skook,Three Magnets Brewing,Olympia,WA
1999,25,16,German-Style Schwarzbier,Black Hole Lager,Brew Moon,Braintree,MA,Kings Peak,Uinta Brewing,Salt Lake City,UT,Schwarzbier,Three Needs,Burlington,VT
2014,62,60,Irish-Style Red Ale,‘Rado’s Red Ale,Crow Hop Brewing Co.,Loveland,CO,Piper Down,Ballast Point Brewing,San Diego,CA,“Hydraulion” Red,Three Notch’d Brewing Co.,Charlottesville,VA
2013,79,39,Sweet Stout or Cream Stout,Milk Stout,Left Hand Brewing Co.,Longmont,CO,Udder Love,Beachwood BBQ & Brewing,Long Beach,CA,Dark Lightning Milk Stout,Thunder Canyon Brewery,Tucson,AZ
2010,17,32,Wood- and Barrel-Aged Beer,Velvet Merkin (100% Barrel Aged),Firestone Walker,Paso Robles,CA,Humidor India Pale Ale,Cigar City Brewing,Tampa,FL,Bluegrass Brown,Thunder Canyon Brewery,Tucson,AZ
2007,7,17,Specialty Beer,Judgment Day,Port Brewing & The Lost Abbey,San Marcos,CA,Maui Gold Summer Ale,Maui Brewing,Lahaina,HI,Doble Diablo,Thunder Canyon Brewery,Tucson,AZ
2000,9,22,Specialty Honey Beer,Bumble Beer,Rock Bottom,La Jolla,CA,Honey Bee Damned Ale,P.H. Woods Restaurant,Moreno Valley,CA,Countdown Honey Brown,Thunder Canyon Brewery,Tucson,AZ
2015,48,107,Golden or Blonde Ale,Sunlight Cream Ale,Sun King Brewery,Indianapolis,IN,Boxcar Blonde Ale,Heroes Restaurant and Brewery,Riverside,CA,Alpine Gold,Tied House Cafe,Mountain View,CA
1999,8,26,Specialty Beer,Island City Wild Rice Lager,Minocqua Brewing Company,Minocqua,WI,Erie Nights Pumpkin Brew,Crooked River Brewing,Cleveland,OH,Captain Smith's Rye,Titanic Brewing,Coral Gables,FL
2009,36,34,German Style Schwarzbier,Schwarzbier,Iron Hill Brewery,Wilmington,DE,Schwarzbier,Chuckanut Brewery,Bellingham,WA,Dark Helmet,Titletown Brewing Co.,Green Bay,WI
2014,33,50,Munich-Style Helles,Golden Export,Gordon Biersch Brewery,Broomfield,CO,Saint Arnold Summer Pils,Saint Arnold Brewing,Houston,TX,Stammtisch Lager,Titletown Brewing Co.,Green Bay,WI
2007,72,32,Old Ale or Strong Ale,Old Woody,Fish Brewing Co.,Olympia,WA,Outback X,Bend Brewing,Bend,OR,Imperial Nut Brown Ale,Tommyknocker Brewery,Idaho Springs,CO
2008,36,39,Bock,Goat Rancher,The SandLot,Denver,CO,Bock Lager,Elk Grove Brewery,Elk Grove,CA,Butt Head Bock,Tommyknocker Brewery,Idaho Springs,CO
2008,65,30,Brown Porter,BlackWatch Cream Porter,Pyramid Breweries,Seattle,WA,FireHouse Porter,FireHouse Grill & Brewery,Sunnyvale,CA,Prospector Porter,Tommyknocker Brewery,Idaho Springs,CO
2006,7,16,Specialty Beer,Smokin’ Mesquite Ale,Humperdinks Big Horn Brewing,Dallas,TX,Pullman Brown Ale,Flossmoor Station,Flossmoor,IL,Maple Nut Brown Ale,Tommyknocker Brewery,Idaho Springs,CO
2007,34,23,Bock,Troegenator,Tröegs Brewing Co.,Harrisburg,PA,Gruffmeister 8 Maibock,Foothills Brewing,Winston-Salem,NC,Butthead Bock,Tommyknocker Brewery,Idaho Springs,CO
2003,8,11,Specialty Beer,California Crisp,Thirsty Dog Brewing,Akron,OH,Ginger Shandy,McCoy's Public House,Kansas City,MO,Maplenut Brown Ale,Tommyknocker Brewery,Idaho Springs,CO
2002,7,9,Specialty Beer,Ashman's Abbaye Dubbel,Flossmoor Station,Flossmoor,IL,Ginger Shandy,McCoys Public House,Kansas City,MO,Maplenut Brown Ale,Tommyknocker Brewery,Idaho Springs,CO
2012,15,34,Fresh Hop Ale,Estate Homegrown Ale,Sierra Nevada Brewing,Chico,CA,HopTime Harvest Ale,Russian River Brewing,Santa Rosa,CA,Colorado IPA Nouveau,Tommyknocker Brewery,Idaho Springs,CO
2001,14,21,Munich-Style Helles,Penn Gold,Pennsylvania Brewing,Pittsburgh,PA,Lucknow Munich-Style Lager,Castle Springs Brewing,Moultonborough,NH,Ghost Pony Helles,Trap Rock Restaurant and Brewery,Berkeley Heights,NJ
2010,48,97,Imperial India Pale Ale,Doheny Double IPA,Pizza Port,San Clemente,CA,Hop Crisis!,21st Amendment,San Francisco,CA,Decadence Imperial IPA,Trinity Brewing,Providence,RI
2014,7,46,Field Beer,Cucumber Crush,10 Barrel Brewing Co.,Bend,OR,3 Pepper Ale,Rock Bottom,Broomfield,CO,Elektrick Cukumbahh,Trinity Brewing,Colorado Springs,CO
2012,20,29,American-Style Brett Ale,Seizoen Bretta,Logsdon Farmhouse Ales,Hood River,OR,Flemish Kiss,The Commons Brewery,Portland,OR,TPS Report,Trinity Brewing,Colorado Springs,CO
2015,55,134,American-Style Strong Pale Ale,Ratchet Strap IPA,Barley Brothers Brewery,Baker City,OR,Via Chicago,CODA Brewing Co.,Aurora,CO,3C India Pale Ale,Triple C Brewing,Charlotte,NC
2013,54,89,American-Style Amber/Red Ale,Prohibition Ale,Speakeasy Ales & Lagers,San Francisco,CA,,,,,Red Rock,Triple Rock Brewery,Berkeley,CA
2010,46,84,American-Style Strong Pale Ale,Himalayan IPA,Yak and Yeti Brewpub,Arvada,CO,IPA Nectar,Firestone Walker,Paso Robles,CA,7Fity,Triple Rock Brewery,Berkeley,CA
2011,42,19,Baltic-Style Porter,Battle Axe Baltic Porter,Fat Head’s Brewery,North Olmsted,OH,White Eagle Baltic Porter,Montana Brewing,Billings,MT,Puddy Porter,Triple Rock Brewery,Berkeley,CA
2010,49,83,American-Style Amber/Red Ale,Red Nectar,Firestone Walker,Paso Robles,CA,Hop Back Amber Ale,Troegs Brewery,Harrisburg,PA,Red Rock,Triple Rock Brewery,Berkeley,CA
2014,43,27,Bock,Troegenator,Tröegs Brewing Co.,Hershey,PA,Turbo Cougar,Devils Backbone Brewing,Lexington,VA,Winterbock,Triumph Brewing,New Hope,PA
2006,36,26,English-Style India Pale Ale,India Pale Ale,Carolina Brewery,Chapel Hill,NC,Beech Street Bitter,Pizza Port,Carlsbad,CA,Triumph Bengal Gold I.P.A.,Triumph Brewing,New Hope,PA
2005,15,35,German-Style Pilsener,Pinch Hit Pilsner,SandLot Brewery at Coors Field,Denver,CO,Trumer Pils,Trumer Brauerei Berkeley,Berkeley,CA,Triumph German Pilsener,Triumph Brewing,New Hope,PA
2008,75,55,Barley Wine-Style Ale,Treblehook,Redhook Ale Brewery,Portland,OR,AleSmith Old Numbskull,AleSmith Brewing,San Diego,CA,Scratch #4 “The Flying Mouflan”,Troegs Brewery,Harrisburg,PA
2008,69,23,American-Style Stout,Terminal Stout,Rock Bottom,Louisville,CO,Black Mocha Stout,Highland Brewing Co.,Asheville,NC,Troegs Dead Reckoning,Troegs Brewery,Harrisburg,PA
2009,24,48,German-Style Pilsener,106 Pilsner,Rock Bottom,Milwaukee,WI,Pilsner,Chuckanut Brewery,Bellingham,WA,Troegs Sunshine Pils,Troegs Brewery,Harrisburg,PA
2013,29,56,German-Style Pilsener,Pivo,Firestone Walker,Paso Robles,CA,Pilsner,Marble Brewery,Albuquerque,NM,Sunshine Pils,Tröegs Brewing Co.,Hershey,PA
2014,74,60,Belgian-Style Lambic or Sour Ale,Benedictum,Real Ale Brewing Co.,Blanco,TX,Coolship Resurgam,Allagash Brewing Co.,Portland,ME,Jon Flanders,Tustin Brewing Co.,Tustin,CA
2010,70,53,Robust Porter,Pig Iron Porter,Iron Hill Brewery,Wilmington,DE,Moonlight Porter,Rock Bottom,Louisville,CO,Blimp Hangar Porter,Tustin Brewing Co.,Tustin,CA
2015,25,69,Wood- and Barrel-Aged Beer,Wild Warehouse,Wander Brewing,Bellingham,WA,Palo Santo Aged Porter,Spellbound Brewing,Mount Holly,NJ,Barrel Aged Brown Ale,Twin Peaks Brewery,Irving,TX
2013,11,40,Specialty Honey Beer,Buzzed Bee Honey Ale,High Sierra Brewing Co.,Carson City,NV,Midas Touch,Dogfi sh Head Craft Brewery,Milton,DE,West Bound Braggot,Twisted Pine Brewing Co.,Boulder,CO
2000,39,60,English-Style Brown Ale,Ghost Town Brown,5280 Roadhouse Brewery,Littleton,CO,Little Bandit Brown Ale,Northwoods Brewing Corp.,Eau Claire,WI,Twisted Brown Ale,Twisted Pine Brewing Co.,Boulder,CO
2010,6,52,Coffee Flavored Beer,Baltic Coffee,Devils Backbone Brewing,Roseland,VA,Coffee Monster,Pizza Port,Carlsbad,CA,Big Shot Espresso Stout,Twisted Pine Brewing Co.,Boulder,CO
2012,8,63,Coffee Beer,Smog City Groundwork Coff ee,Tustin Brewing Co.,Tustin,CA,Hazelnut Coff ee Cream Stout,Redwood Brewing,Flint,MI,Big Shot Espresso Stout,Twisted Pine Brewing Co.,Boulder,CO
2012,70,68,Belgian- and French-Style Ale,Saint’s Devotion,The Lost Abbey,San Marcos,CA,Your Favorite Foreign Movie,DC Brau Brewing Co.,Washington,DC,Domaine DuPage,Two Brothers Brewing Co.,Warrenville,IL
2011,31,20,Dortmunder or German-Style Oktoberfest,Move Back,The SandLot,Denver,CO,Tommy Two Fists,Devils Backbone Brewing,Roseland,VA,Dog Days Lager,Two Brothers Brewing Co.,Warrenville,IL
2010,65,46,Belgian- and French-Style Ale,Allagash Blonde,Allagash Brewing Co.,Portland,ME,Bastogne Blonde Ale,Rock Bottom,Louisville,CO,Domaine DuPage,Two Brothers Brewing Co.,Warrenville,IL
2007,59,24,Belgian and French-Style Ale,Tiburon Blonde,Marin Brewing,Larkspur,CA,Southampton Double White Ale,Southampton Publick House,Southampton,NY,Domaine DuPage,Two Brothers Brewing Co.,Warrenville,IL
2000,53,25,Imperial Stout,Stone House Imperial Stout,Gilded Otter Brewing Co.,New Paltz,NY,Hoptown Old Yeltsin Imperial Stout,Hoptown Brewing,Pleasanton,CA,Imperial Stout,Two Rows Restaurant & Brewery,Dallas,TX
2006,43,33,Bitter,Raccoon Red,Rock Bottom,Bethesda,MD,Alaskan Pale,Alaskan Brewing,Juneau,AK,Cutthroat Pale Ale,Uinta Brewing,Salt Lake City,UT
2010,10,30,Session Beer,Squatters Wit,Utah Brewers,Salt Lake City,UT,Endurance IPA Jr.,Founders Brewing Co.,Grand Rapids,MI,King’s Peak Porter,Uinta Brewing,Salt Lake City,UT
2013,46,27,English-Style Summer Ale,True Blonde Ale,Ska Brewing,Durango,CO,Hanging Lake,Glenwood Canyon Brewing,Glenwood Springs,CO,Sum’r,Uinta Brewing,Salt Lake City,UT
2001,25,22,German-Style Schwarzbier,Black Forest Schwarzbier,Squatters,Salt Lake City,UT,Springfield Schwarz Beer,John Harvard's Brew House,Wayne,PA,King's Peak,Uinta Brewing,Salt Lake City,UT
1999,40,27,German-Style Brown Ale / Düsseldorf-Style Altbier,Otis Alt,Elk Grove Brewery,Elk Grove,CA,Spalty Alt,Red Rock Brewing,Salt Lake City,UT,Old 8444,Union Colony Brewery,Greeley,CO
2004,10,20,Specialty Honey Beer,Midas Touch,Dogfish Head Brewery,Milton,DE,Thunderstorm,Minneapolis Town Hall Brewery,Minneapolis,MN,Orange Blossom Pilsner,Unique Beers,Orlando,FL
2014,64,81,American-Style Brown Ale,Face Down Brown,Telluride Brewing Co.,Telluride,CO,Braggarts Brown Ale,Diebolt Brewing Co.,Denver,CO,Upslope Brown Ale,Upslope Brewing Co.,Boulder,CO
2009,61,38,German-Style Wheat Ale,Hefeweizen,Triumph Brewing,New Hope,PA,Weizenbock,The Covey Restaurant & Brewery,Fort Worth,TX,Upslope Dunkel Weizen,Upslope Brewing Co.,Boulder,CO
2005,56,24,Belgian-Style Sour Ale,Kriek De Hill,Iron Hill Brewery,Wilmington,DE,Supplication,Russian River Brewing,Santa Rosa,CA,Gueuze-Lambic,Upstream Brewing,Omaha,NE
2015,75,132,French- and Belgian-Style Saison,Siren’s Lure,Fair Winds Brewing Co.,Lorton,VA,Daily Wages,Brasserie Saint James,Reno,NV,Saison,URBN St. Brewing Co.,El Cajon,CA
2003,35,23,English-Style India Pale Ale,E.J. Phair I.P.A.,E.J. Phair Brewing Co.,Concord,CA,Man Beer,Bull & Bush Brewery,Denver,CO,Squatters IPA,Utah Brewers,Salt Lake City,UT
2009,20,32,Aged Beer,Horn Dog Vintage 2007,Flying Dog Brewery,Frederick,MD,St. Bob’s Imperial Stout,IL Vicino Brewing Co.,Albuquerque,NM,Winterfest 2008,Utah Brewers,Salt Lake City,UT
2008,59,53,Belgian-Style Witbier,Mothership Wit/Organic Wheat Beer,New Belgium Brewing,Fort Collins,CO,Belgian Wit,Redrock Brewery,Salt Lake City,UT,Squatters Wit,Utah Brewers,Salt Lake City,UT
2010,68,54,Belgian-Style Strong Specialty Ale,Revelations,Pizza Port,Carlsbad,CA,Brother David’s Double,Anderson Valley Brewing,Boonville,CA,Hells Keep,Utah Brewers,Salt Lake City,UT
2004,51,17,German-Style Wheat Ale,CBC Ultimate Weiss,Chicago Brewing,Las Vegas,NV,Nodding Head Berliner Weisse,Nodding Head Brewing,Philadelphia,PA,Wasatch Hefeweizen,Utah Brewers,Salt Lake City,UT
1999,13,40,Bohemian-Style Pilsener,Royal Bohemian PilsnerHoppers Brooker Creek Grille and Tap Room,Hoppers Brooker Creek Grille and Tap Room,Palm Harbor,FL,Samuel Adams Boston Lager,Boston Beer Co.,Boston,MA,Pillage Pilsner,Valhalla Microbrewery,Pittsburgh,PA
2008,23,44,German-Style Pilsener,Kaiser Pilsner,Pennsylvania Brewing,Pittsburgh,PA,Party Pants Pilsener,Pizza Port,Carlsbad,CA,Prima Pils,Victory Brewing Co.,Downingtown,PA
2006,42,24,Imperial or Double Red Ale,Organic Deranger,Laurelwood Brewing,Portland,OR,Shark Attack,Pizza Port,Solana Beach,CA,Rock Opera Imperial IPA,Vino's Pizza Pub,Little Rock,AR
2015,88,73,Oatmeal Stout,R & R Oatmeal Stout,Beaver Street Brewery,Flagstaff,AZ,Scripps Pier Stout,South Park Brewing - CA,San Diego,CA,Scaredy Cat,Vintage Brewing Co.,Madison,WI
2002,21,29,Vienna-Style Lager,Dos Czechies,Hub City Brewery,Lubbock,TX,Dos Rios,Glenwood Canyon Brewing,Glenwood,CO,Dockside Amber Lager,Wagner Brewing Company,Lodi,NY
1999,38,61,English-Style Brown Ale,Offshore Nut Brown,Offshore Ale Company,Oak Bluffs,MA,Nut Brown Ale,Park Slope Brewing Company,Brooklyn,NY,Old Elk Brown,Walnut Brewery,Louisville,CO
2006,46,32,Irish-Style Red Ale,TAPS Irish Red,TAPS Fish House & Brewery,Brea,CA,Red Rocks Red,Rock Bottom,Westminster,CO,St. James Red Ale,Walnut Brewery,Boulder,CO
2008,58,32,German-Style Wheat Ale,I’m Half the Beer I Used to Be,BJ's Restaurant & Brewery,Huntington Beach,CA,Dark-n-Curvy Dunkelweizen,Piece Brewery,Chicago,IL,Wasatch Hefeweizen,Wasatch Brewery,Park City,UT
2014,4,65,Fruit Wheat Beer,Apricot Ale,Pyramid Breweries,Seattle,WA,Peachy Peach,Pagosa Brewing,Pagosa Springs,CO,Wasatch Apricot Hefeweizen,Wasatch Brewery,Park City,UT
1999,6,3,Chocolate / Cocoa Flavored Beer,,,,,,,,,Chocolate Thunder Porter,Watch City Brewing Company,Waltham,MA
1999,11,17,Smoke Beer,DeGroen's Rauchbock,Baltimore Brewing,Baltimore,MD,Georgia Smoke,John Harvard's Brew House,Wayne,PA,Watson's Smoked Porter,Watson Brothers Brewhouse,Cincinnati,OH
2010,76,50,Imperial Stout,Russian Imperial Stout,Iron Hill Brewery,Wilmington,DE,Night Rider Imperial Stout,Pizza Port,Carlsbad,CA,Anastasia Russian Imperial Stout,Weasel Boy Brewing Co.,Zanesville,OH
