year,cat_num,entries,cat_name,gold_beer,gold_brewery,gold_city,gold_state,silver_beer,silver_brewery,silver_city,silver_state,bronze_beer,bronze_brewery,bronze_city,bronze_state
2008,58,32,German-Style Wheat Ale,I’m Half the Beer I Used to Be,BJ’s Restaurant & BreweryChandler,Huntington Beach,CA,Dark-n-Curvy Dunkelweizen,Piece Brewery,Chicago,IL,Wasatch Hefeweizen,Wasatch Brew Pub,Park City,UT
2008,38,18,Baltic-Style Porter,Kick in the Baltic Porter,Bluegrass Brewing Co.,Louisville,KY,Killer Kowalski,Flossmoor Station Brewing Co.,Flossmoor,IL,SMP,Sixpoint Craft Ales,Brooklyn,NY
2008,10,33,Session Beer,3.2 Unfiltered Wheat Beer,Boulevard Brewing Co.,Kansas City,MO,USS Minnow Mild Ale,Dry Dock Brewing,Aurora,CO,Blonde Bombshell,Cascade Lakes Brewing Co.,Redmond,OR
2008,18,27,Wood- and Barrel-Aged Sour Beer,Beekeeper,Bullfrog Brewery,Williamsport,PA,Cherry Dubbel,Iron Hill Brewery & RestaurantNewark,Wilmington,DE,Cascade Kriek Ale,Cascade Brewing Co.,Portland,OR
2008,55,47,American-Style Brown Ale,Kick-Ass Brown,C. H. Evans Brewing at the Albany Pump Station,Albany,NY,Bitch Creek ESB,Grand Teton Brewing Co.,Victor,ID,Bad Dog Brown Ale,Elk Grove Brewery and Restaurant,Elk Grove,CA
2008,12,82,Experimental Beer,Arquebus,Cambridge Brewing Co.,Cambridge,MA,Fifteen Avery Anniversary Ale,Avery Brewing Co.,Boulder,CO,Le Pelican Brun,Pelican Pub & Brewery,Pacific City,OR
2008,37,19,German-Style Strong Bock,Capital Autumnal Fire,Capital Brewery Co.,Middleton,WI,Deep Water Dopplebock,Thomas Creek Brewery,Greenville,SC,Red Cock Doppel Bock,Maui Brewing Co.,Lahaina,HI
2008,9,33,Specialty Honey Beer,Honey Lager,Capitol City Brewing Co.,Washington,DC,Eye of the Storm,Minneapolis Town Hall Brewery,Minneapolis,MN,Honey Moon Summer Ale,Blue Moon Brewing Co.,Golden,CO
2008,14,36,American-Belgo-Style Ale,Xtra Gold,Captain Lawrence Brewing Co.,Pleasantville,NY,Brush Fire Ale,Pump House Restaurant & Brewery,Longmont,CO,Big Wednesday,Pizza Port Solana Beach,Solana Beach,CA
2008,6,28,Coffee Flavored Beer,Java the Hut,CB & Potts Restaurant & Brewery (FlatironsWestminster),Broomfield,CO,Big Shot Espresso Stout,Twisted Pine Brewing Co.,Boulder,CO,Double Espresso Stout,Barley Brothers Brewery and Grill,Lake Havasu City,AZ
2008,17,79,Wood- and Barrel-Aged Strong Beer,Bourbon Barrel Barleywine,Central Waters Brewing Co.,Amherst,WI,The Legend of the Liquid Brain Imperial Stout,Bull & Bush Brewery,Denver,CO,Golden Delicious,Captain Lawrence Brewing Co.,Pleasantville,NY
2008,15,34,American-Style or German-Style Sour Ale,The Dissident,Deschutes Brewery,Bend,OR,Brute,Ithaca Beer Co.,Ithaca,NY,Fifth Element,Squatters Pub Brewery,Salt Lake City,UT
2008,51,43,Extra Special Bitter or Strong Bitter,Bachelor ESB,Deschutes Brewery,Bend,OR,Sweetwater Motorboat ESB,Sweetwater Brewing Co.,Atlanta,GA,Standing Wave Pale Ale,Kannah Creek Brewing Co.,Grand Junction,CO
2008,54,48,English-Style Dark Mild Ale or Brown Ale,Sweet George’s Brown,Dillon DAM Brewery,Dillon,CO,Old Elk Brown Ale,Walnut Brewery,Boulder,CO,OB-1,Snake River Brewing Jackson,Jackson,WY
2008,7,21,Specialty Beer,Red & White,Dogfish Head Brewery,Milton,DE,Hazelnut Brown Nectar,Rogue Ales,Portland,OR,Palo Santo Marron,Dogfish Head Brewery,Milton,DE
2008,11,32,Other Strong Beer,Derail Ale,Durango Brewing Co.,Durango,CO,Imperial Oatmeal Stout,Boundary Bay Brewery,Bellingham,WA,FiftyFifty Imperial Stout,FiftyFifty Brewing Co.,Truckee,CA
2008,24,34,Bohemian-Style Pilsener,Pleasantville Pils,Durango Brewing Co.,Durango,CO,Pallavicini Pilsner,Pug Ryans Brewery,Dillon,CO,Double Aught,Bear Republic Brewing Co.,Healdsburg,CA
2008,44,76,American-Style Pale Ale,Mission Street Pale,Firestone Walker Brewing Co.,Paso Robles,CA,Drake’s 1500 Pale,Drake’s Brewing Co.,San Leandro,CA,Firestone Pale 31,Firestone Walker Brewing Co.,Paso Robles,CA
2008,46,104,American-Style India Pale Ale,Union Jack IPA,Firestone Walker Brewing Co.,Paso Robles,CA,Blind Pig IPA,Russian River Brewing Co.,Santa Rosa,CA,Hop Head,Bend Brewing Co.,Bend,OR
2008,31,48,German-Style Märzen,Dogtoberfest,Flying Dog Brewery,Frederick,MD,Saratoga Lager,Olde Saratoga Brewing Co.,Saratoga Springs,NY,Munsterfest,Three Floyds Brewing Co.,Munster,IN
2008,20,23,Kellerbier or Zwickelbier,Helles Keller,Fredericksburg Brewing Co.,Fredericksburg,TX,Hell In Keller,Uncle Billy’s Brew & Que,Austin,TX,Zwickel,Chama River Brewing Co.,Albuquerque,NM
2008,22,22,International-Style Pilsener,Session Premium Lager,Full Sail Brewing Co.,Hood River,OR,Yep Still Boneheads,The SandLot,Denver,CO,OE 800,MillerCoors,Milwaukee,WI
2008,42,48,Classic English-Style Pale Ale,Full Sail Pale Ale,Full Sail Brewing Co.,Hood River,OR,Clipper City Pale Ale,Clipper City Brewing Co.,Baltimore,MD,Summit Extra Pale Ale,Summit Brewing Co.,Saint Paul,MN
2008,71,32,Oatmeal Stout,Oatmeal Stout,Gella’s Diner and Lb. Brewing Co.,Hays,KS,Velvet Merkin,Firestone Walker Brewing Co.,Paso Robles,CA,Oatmeal Stout,Schooner’s Grille & Brewery,Antioch,CA
2008,68,28,Foreign-Style Stout,Whiteface Black Diamond Stout,Great Adirondack Brewing Co.,Lake Placid,NY,Black Bear XX Stout,Alameda Brewhouse,Portland,OR,Black Hole XXX Stout,Chelsea Brewing Co.,New York,NY
2008,72,44,Imperial Stout,BORIS The Crusher Oatmeal-Imperial Stout,Hoppin’ Frog Brewing Co.,Akron,OH,Night Rider Imperial Stout,Pizza Port,Carlsbad,CA,Yeti Imperial Stout,Great Divide Brewing Co.,Denver,CO
2008,8,24,Rye Beer,Roggenbier,Iron Hill Brewery & RestaurantMedia,Wilmington,DE,Right On Rye,Rock Bottom Brewery,Bethesda,MD,Ryeteous Red,Amherst Brewing Co.,Amherst,MA
2008,62,29,Belgian-Style Lambic or Sour Ale,Lambic de Hill,Iron Hill Brewery & RestaurantMedia,Wilmington,DE,Upstream Gueuze-Lambic,Upstream Brewing Co.,Omaha,NE,Cassis de Hill,Iron Hill Brewery & RestaurantNewark,Wilmington,DE
2008,30,28,Vienna-Style Lager,Vienna Red Lager,Iron Hill Brewery & RestaurantWest Chester,Wilmington,DE,Oaktoberfest,Firestone Walker Brewing Co.,Paso Robles,CA,Clipper City MarzHon,Clipper City Brewing Co.,Baltimore,MD
2008,60,37,French- and Belgian-Style Saison,Saison,Iron Hill Brewery & RestaurantWest Chester,Wilmington,DE,Saison,Nodding Head Brewing Co.,Philadelphia,PA,Luciernaga,Jolly Pumpkin Artisan Ales,Dexter,MI
2008,25,30,Munich-Style Helles,Himmelbrau Helles,Laurelwood Brewing Co.,Portland,OR,Saint Arnold Summer Pils,Saint Arnold Brewing Co.,Houston,TX,BS Helles,The SandLot,Denver,CO
2008,39,40,Golden or Blonde Ale,Steelhead Extra Pale Ale,Mad River Brewing Co.,Blue Lake,CA,Alaskan Summer Ale,Alaskan Brewing Co.,Juneau,AK,All Nighter,Chicago Brewing Co.,Las Vegas,NV
2008,63,53,Belgian-Style Abbey Ale,Bishop’s Tipple Trippel,Main Street Brewery,Corona,CA,Abbey Dubbel,Flying Fish Brewing Co.,Cherry Hill,NJ,6th Glass,Boulevard Brewing Co.,Kansas City,MO
2008,3,52,American-Style Hefeweizen,Henry Weinhard’s Hefeweizen,MillerCoors,Milwaukee,WI,Hefeweizen,Widmer Brothers Brewing Co.,Portland,OR,Whitetail Wheat,Montana Brewing Co.,Billings,MT
2008,27,25,America-Style Light Lager,Coors Light,MillerCoors,Milwaukee,WI,Old Milwaukee Light,Pabst Brewing Co.,Woodridge,IL,Keystone Light,MillerCoors,Milwaukee,WI
2008,5,72,Herb and Spice or Chocolate Beer,Russian Roulette,Minneapolis Town Hall Brewery,Minneapolis,MN,Pangaea,Dogfish Head Brewery,Milton,DE,State Beach Blonde,Pizza Port,Carlsbad,CA
2008,64,44,Belgian-Style Strong Specialty Ale,Darth Delirium,Moose’s Tooth Brewing Co.,Anchorage,AK,Brother David’s Double,Anderson Valley Brewing Co.,Boonville,CA,Golden Armor,CB & Potts Restaurant & Brewery (Highlands Ranch),Highlands Ranch,CO
2008,59,53,Belgian-Style Witbier,Mothership Wit/Organic Wheat Beer,New Belgium Brewing Co.,Fort Collins,CO,Belgian Wit,Redrock Brewing Co.,Salt Lake City,UT,Squatters Wit,Utah Brewers Co-op,Salt Lake City,UT
2008,1,25,American-Style Cream Ale or Lager,Lone Star,Pabst Brewing Co.,Woodridge,IL,Hamm’s,MillerCoors,Milwaukee,WI,Henry Weinhard’s Blue Boar Pale Ale,MillerCoors,Milwaukee,WI
2008,28,29,American-Style Lager or Premium Lager,Olympia,Pabst Brewing Co.,Woodridge,IL,Blatz,Pabst Brewing Co.,Woodridge,IL,Henry Weinhard’s Private Reserve,MillerCoors,Milwaukee,WI
2008,41,34,English-Style Summer Ale,Surfer’s Summer Ale,Pelican Pub & Brewery,Pacific City,OR,Montgomery Blonde,Montgomery Brewing Co.,Montgomery,AL,312 ‘Urban Wheat Ale’,Goose Island Beer Co.,Chicago,IL
2008,23,44,German-Style Pilsener,Kaiser Pilsner,Pennsylvania Brewing Co.,Pittsburgh,PA,Party Pants Pilsener,Pizza Port,Carlsbad,CA,Prima Pils,Victory Brewing Co.,Downingtown,PA
2008,2,21,American-Style Wheat Beer,Pyramid Crystal Wheat Ale,Pyramid Breweries Inc.,Seattle,WA,Spanish Peak Crystal Weiss,Spanish Peaks Brewing Co.,Stamford,CT,American Wheat,Gella’s Diner and Lb. Brewing Co.,Hays,KS
2008,4,87,Fruit or Vegetable Beer,Pyramid Apricot Ale,Pyramid Breweries Inc.,Seattle,WA,Alaskan Raspberry Wheat Beer,Alaskan Brewing Co.,Juneau,AK,Sangre de Frambuesa,Santa Fe Brewing Co.,Santa Fe,NM
2008,65,30,Brown Porter,BlackWatch Cream Porter,Pyramid Breweries Inc.,Seattle,WA,FireHouse Porter,FireHouse Grill & Brewery,Sunnyvale,CA,Prospector Porter,Tommyknocker Brewery,Idaho Springs,CO
2008,16,25,Wood- and Barrel-Aged Beer,Old Jack,Ram Restaurant & Brewery,Indianapolis,IN,Buffalo Bock,Ram Restaurant & Brewery (Indianapolis),Indianapolis,IN,Beastie Barrel Stout,Barley Island Brewing Co.,Fishers,IN
2008,75,55,Barley Wine-Style Ale,Treblehook,Redhook Ales Brewery,Portland,OR,AleSmith Old Numbskull,AleSmith Brewing Co.,San Diego,CA,Scratch #4 “The Flying Mouflan”,Troegs Brewery,Harrisburg,PA
2008,33,18,European-Style Dunkel,Munich Dark,Redwood Brewing Co.,Flint,MI,Bastone Münchner Dunkel,Bastone Brewery,Royal Oak,MI,Michelob AmberBock,Michelob Brewing Co.,St. Louis,MO
2008,70,19,Sweet Stout,Cream Stout,Redwood Brewing Co.,Flint,MI,Milk Stout,Left Hand Brewing Co.,Longmont,CO,Cow Stout,Pizza Port,Carlsbad,CA
2008,52,24,Scottish-Style Ale,Highland Courage,Rock Bottom BreweryBethesda,Bethesda,MD,Dells Chief Amber Ale,Dells Brewing Co.,Wisconsin Dells,WI,Railbender Ale,Erie Brewing Co.,Erie,PA
2008,45,71,American-Style Strong Pale Ale,Hop Bomb,Rock Bottom Brewing,Louisville,CO,Nectar Pale,Firestone Walker Brewing Co.,Paso Robles,CA,Organic IPA,Hopworks Urban Brewery,Portland,OR
2008,53,31,Irish-Style Red Ale,Red Rocks Red Ale,Rock Bottom Brewing,Louisville,CO,Ragtop Red,Rock Bottom Brewery,La Jolla,CA,Eric The Red,Rock Bottom BreweryOrland Park,Orland Park,IL
2008,69,23,American-Style Stout,Terminal Stout,Rock Bottom Brewing,Louisville,CO,Black Mocha Stout,Highland Brewing Co.,Asheville,NC,Troegs Dead Reckoning,Troegs Brewery,Harrisburg,PA
2008,48,65,American-Style Amber/Red Ale,Dry Hopped Red,Rogue Ales,Portland,OR,CascaZilla,Ithaca Beer Co.,Ithaca,NY,American Amber,Rogue Ales,Portland,OR
2008,61,34,Belgian- and French-Style Ale,Redemption,Russian River Brewing Co.,Santa Rosa,CA,Pride,Midnight Sun Brewing Co.,Anchorage,AK,Rare Vos,Brewery Ommegang,Cooperstown,NY
2008,47,50,Imperial or Double India Pale Ale,Hopnotic 2X IPA,San Diego Brewing Co.,San Diego,CA,Hip Hop Double IPA,Hollister Brewing Co.,Goleta,CA,Hop 15,Port Brewing and The Lost Abbey,San Marcos,CA
2008,21,31,Smoke Beer,Rauch Bier,Sly Fox Brewing Co.,Royersford,PA,Alaskan Smoked Porter 2007,Alaskan Brewing Co.,Juneau,AK,Second Hand Smoke,The SandLot,Denver,CO
2008,26,16,Dortmunder or German-Style Oktoberfest,Rolling Thunder Dortmunder,Snake River Brewing,Jackson,WY,Westy Export,CB & Potts Restaurant & Brewery (FlatironsWestminster),Broomfield,CO,Penn Oktoberfest,Pennsylvania Brewing Co.,Pittsburgh,PA
2008,40,42,German-Style Kölsch,Wind Blown Blonde,Stewart’s Brewing Co.,Bear,DE,Sierra Nevada Kolsch Style Ale,Sierra Nevada Brewing Co.,Chico,CA,Guido’s Kolner Brau,Snake River Brewing,Jackson,WY
2008,56,27,German-Style Altbier,The Detroit Dwarf,The Detroit Beer Co.,Detroit,MI,Railyard Ale,Titletown Brewing Co.,Green Bay,WI,All The Way Alt,Desert Edge Brewery,Salt Lake City,UT
2008,36,39,Bock,Goat Rancher,The SandLot,Denver,CO,Bock Lager,Elk Grove Brewery and Restaurant,Elk Grove,CA,Butt Head Bock,Tommyknocker Brewery,Idaho Springs,CO
2008,67,19,Classic Irish-Style Dry Stout,Blarney Sisters Dry Irish Stout,Third Street Aleworks,Santa Rosa,CA,Shaft House Stout,Dostal Alley Brewpub & Casino,Central City,CO,Port Truck Stout,Pizza Port Carlsbad,Carlsbad,CA
2008,49,30,Imperial or Double Red Ale,Rock Hopera Imperial IPA,Vino’s Pizza • Pub • Brewery,Little Rock,AR,Alpha Dog Double Red Ale,Big Dog’s Brewing Co.,Las Vegas,NV,Weekender Red Ale,Amicas,Salida,CO
2008,50,42,Bitter or Pale Mild Ale,Drop Top,Widmer Brothers Brewing Co.,Portland,OR,Hopsmith Pale Ale,Bull & Bush Brewery,Denver,CO,Sawtooth Ale,Left Hand Brewing Co.,Longmont,CO
2008,35,23,German-Style Schwarzbier,B3K,Wynkoop Brewing Co.,Denver,CO,Cherny Bock,Bohemian Brewery,Midvale,UT,Black Noddy Lager,Buckbean Brewing Co.,Reno,NV
2008,57,52,South German-Style Hefeweizen,Wixa Weiss,Wynkoop Brewing Co.,Denver,CO,The Love,Starr Hill Brewing Co.,Crozet,VA,Mueller Hefeweizen,Springfield Brewing Co.,Springfield,MO
2008,34,12,American-Style Dark Lager,,,,,Leinenkugel’s Creamy Dark,Jacob Leinenkugel Brewing Co.,Chippewa Falls,WI,Henry Weinhard’s Classic Dark,MillerCoors,Milwaukee,WI
2008,43,28,English-Style India Pale Ale,,,,,,,,,Hop Daddy IPA,Main Street Brewery,Corona,CA
2007,12,8,Gluten-Free Beer,RedBridge,Anheuser-Busch,St. Louis,MO,New Grist,Lakefront Brewery,Milwaukee,WI,Shakparo Ale,Sprecher Brewing Co.,Glendale,WI
2007,37,48,Golden or Blonde Ale,Red Brick Blonde,Atlanta Brewing Co.,Atlanta,GA,Kiwanda Cream Ale,Pelican Pub & Brewery,Pacific City,OR,Mississippi Blonde,Bent River Brewing Co.,Moline,IL
2007,55,60,South German-Style Hefeweizen,Hefeweizen,Beaver Street Brewery & Whistle Stop Café,Flagstaff,AZ,Stoudts Weizen,Stoudts Brewing Co.,Adamstown,PA,Top Heavy Hefeweizen,Piece Brewery,Chicago,IL
2007,10,14,Other Low Strength Ale or Lager,Half Wit,BJ’s Restaurant & Brewery,Reno/Chandler/Huntington Beach,NV/AZ/CA,Firestone Extra Pale,Firestone Walker Brewing Co.,Paso Robles,CA,Firestone Lager (Mini-Hell),Firestone Walker Brewing Co.,Paso Robles,CA
2007,57,47,Belgian-Style White (or Wit)/Belgian-,Nit Wit,BJ’s Restaurant & Brewery,Reno/Chandler/Huntington Beach,NV/AZ/CA,John’s Generations White Ale,Millstream Brewing Co.,Amana,IA,Mothership Wit Organic Wheat Beer,New Belgium Brewing Co.,Fort Collins,CO
2007,19,25,Smoke Beer,Smokey the Beer,Blind Tiger Brewery & Restaurant,Topeka,KS,Alaskan Smoked Porter 2006,Alaskan Brewing Co.,Juneau,AK,Smokin Willie Porter,Moose’s Tooth Brewing Co.,Anchorage,AK
2007,9,39,Specialty Honey Beer,Honey Moon Summer Ale,Blue Moon Brewing Co.,Golden,CO,Midas Touch,Dogfish Head Craft Brewery,Milton,DE,Hawaiian Honey,Chicago Brewing Co.,Las Vegas,NV
2007,56,35,German-Style Wheat Ale,Boscos Hefeweizen,Boscos Brewing Co.,Memphis,TN,Dark ‘n’ Curvy,Piece Brewery,Chicago,IL,Gordon Biersch Hefeweizen,Gordon Biersch Brewery Restaurant Group,Chattanooga,TN
2007,35,22,German Style Strong Bock,Samuel Adams Double Bock,Boston Beer Co.,Boston,MA,Warning Sign,Rockyard American Grill & Brewing Co.,Castle Rock,CO,Instigator,Sly Fox Brewing Co.,Royersford,PA
2007,13,12,American-Style Sour Ale or German-Style,Cuvee de Castleton,Captain Lawrence Brewing Co.,Pleasantville,NY,Skull & Bones Cuvee,Bristol Brewing Co.,Colorado Springs,CO,Le Terroir,New Belgium Brewing Co.,Fort Collins,CO
2007,31,18,European Style Dark/Münchner Dunkel,Dunkelstilsken,CB & Pott’s Restaurant & Brewery (Highlands Ranch),Highlands Ranch,CO,Capital Munich Dark,Capital Brewery Co.,Middleton,WI,Munich Dunkel,RedRock Brewing Co.,Salt Lake City,UT
2007,28,37,Vienna-Style Lager,Balto Märzhon,Clipper City Brewing Co.,Baltimore,MD,Dos Rios,Glenwood Canyon Brewing Co.,Glenwood Springs,CO,Stoudts Ofest,Stoudts Brewing Co.,Adamstown,PA
2007,20,10,International-Style Pilsener,4K Pils,Deschutes Brewery,Bend,OR,Southside Pils,Gordon Biersch Brewery Restaurant Group,Chattanooga,TN,Pig’s Eye Pilsner Beer,Pig’s Eye Brewing Co.,Woodbury,MN
2007,48,43,Bitter or Pale Mild Ale,Pub Bitter,Deschutes Brewery,Bend,OR,Squatters Organic Amber Ale,Utah Brewers Cooperative,Salt Lake City,UT,Snake River Pale Ale,Snake River Brewing Co.,Jackson,WY
2007,70,44,Imperial Stout,Abyss,Deschutes Brewery,Bend,OR,TAPS Imperial Stout,TAPS Fish House & Brewery,Brea,CA,Russian Imperial Stout,Rogue Ales,Newport,OR
2007,40,32,Classic English-Style Pale Ale,Pale Ale,Diamond Bear Brewing Co.,Little Rock,AR,DBA (Double Barrel Ale),Firestone Walker Brewing Co.,Paso Robles,CA,Summit Extra Pale Ale,Summit Brewing Co.,St. Paul,MN
2007,73,32,Other Strong Ale or Lager,Derail Ale,Durango Brewing Co.,Durango,CO,Dragonstooth Stout,Elysian Brewing Co.,Seattle,WA,Bottleworks VIII,Flyers Restaurant and Brewery,Oak Harbor,WA
2007,49,38,Extra Special Bitter or Strong Bitter,The Wise ESB,Elysian Brewing Co.,Seattle,WA,O’Brien’s Harvest,Hale’s Ales Brewery,Seattle,WA,Big Sea ESB,Free State Brewing Co.,Lawrence,KS
2007,42,68,American-Style Pale Ale,Firestone Pale 31,Firestone Walker Brewing Co.,Paso Robles,CA,Piranha Pale Ale,BJ’s Restaurant & Brewery,Roseville/Portland/Huntington Beach,CA/OR/CA,Full Frontal Pale Ale,Piece Brewery,Chicago,IL
2007,43,91,American-Style Strong Pale Ale,Nectar Pale,Firestone Walker Brewing Co.,Paso Robles,CA,Hop Bomb IPA,Rock Bottom Brewery,Bellevue,WA,Bent Nail IPA,Red Lodge Ales Brewing Co.,Red Lodge,MT
2007,72,32,Old Ale or Strong Ale,Old Woody,Fish Brewing Co.,Olympia,WA,Outback X,Bend Brewing Co,Bend,OR,Imperial Nut Brown Ale,Tommyknocker Brewery,Idaho Springs,CO
2007,36,13,Baltic-Style Porter,Killer Kowalski,Flossmoor Station Brewing Co.,Flossmoor,IL,Foothills Baltic Porter,Foothills Brewing,Winston-Salem,NC,Amnesia,The Grumpy Troll Restaurant & Brewery,Mount Horeb,WI
2007,63,23,Brown Porter,Pioneer Porter,Fredericksburg Brewing Co.,Fredericksburg,TX,Prospector Porter,Tommyknocker Brewery,Idaho Springs,CO,St. Charles Porter,Blackstone Brewing Co.,Nashville,TN
2007,39,24,English-Style Summer Ale,312 Urban Wheat Ale,Goose Island Beer Co.,Chicago,IL,Sandbagger Gold,Montana Brewing Co.,Billings,MT,Green Flash Extra Pale Ale,Green Flash Brewing Co.,Vista,CA
2007,15,72,Wood- and Barrel-Aged Strong Beer,Bourbon Wheatmiser,Goose Island Brewpub,Chicago,IL,Bourbon Barrel Anniversary Ale,Olde Peninsula Brewpub & Restaurant,Kalamazoo,MI,Relapse,Newport Beach Brewing Co.,Newport Beach,CA
2007,22,33,Bohemian-Style Pilsener,Gordon Biersch Czech Lager,Gordon Biersch Brewery Restaurant Group,Chattanooga,TN,Pallavicini Pilsner,Pug Ryan’s Brewery,Dillon,CO,Detroit Lager,The Beer Co’s,Detroit,MI
2007,33,23,German Style Schwarzbier,Gordon Biersch Schwarzbier,Gordon Biersch Brewery Restaurant Group,Chattanooga,TN,RedRock Black Bier,RedRock Brewing Co.,Salt Lake City,UT,,,,
2007,8,22,Rye Beer,Crazy Jackass Ale,Great American Restaurants,Centreville,VA,Rockchuck Rye,Snake River Brewing,Lander,WY,1065 Right On Rye,Rock Bottom Brewery,Bethesda,MD
2007,5,58,Herb and Spice Beer,Summertime 69,Gunnison Brewery,Gunnison,CO,Sigda’s Green Chili,CooperSmith’s Pub & Brewing Co.,Fort Collins,CO,Frederick Miller Classic Chocolate Lager,Miller Brewing Co.,Milwaukee,WI
2007,54,32,German Style Brown Ale/Düsseldorf Style,Alt,Herkimer Pub and Brewery,Minneapolis,MN,1065 Firechief Ale,Rock Bottom Brewery,Bethesda,MD,Gordon Biersch Alt,Gordon Biersch Brewery Restaurant Group,Chattanooga,TN
2007,52,49,English Style Dark Mild Ale or English-,Lil’ Pip’s Mild Ale,Hoppers Grill & Brewing Co.,Midvale,UT,Nut Brown Ale,Blackstone Brewing Co.,Nashville,TN,1069 Brown Bear Brown,Rock Bottom Brewery,Campbell,CA
2007,4,94,Fruit Beer or Vegetable Beer,Leinenkugel’s Berry Weiss,Jacob Leinenkugel Brewing Co.,Chippewa Falls,WI,The Great Pumpkin,Elysian Brewing Co.,Seattle,WA,Raspberry Tart,New Glarus Brewing Co.,New Glarus,WI
2007,47,38,Imperial or Double Red Ale,Organic Deranger,Laurelwood Brewing Co.,Portland,OR,Hog Heaven,Avery Brewing Co.,Boulder,CO,Extra Special Red,Odell Brewing Co.,Fort Collins,CO
2007,75,48,Barley Wine Style Ale,John Barley Corn Barleywine,Mad River Brewing Co.,Blue Lake,CA,Cereal Killer Barley Wine,Arcadia Brewing Co.,Battle Creek,MI,3 Guy Off the Scale Barley Wine,Dark Horse Brewing Co.,Marshall,MI
2007,59,24,Belgian and French-Style Ale,Tiburon Blonde,Marin Brewing Co.,Larkspur,CA,Southampton Double White Ale,Southampton Publick House,Southampton,NY,Domaine DuPage,Two Brothers Brewing Co.,Warrenville,IL
2007,61,55,Belgian Style Abbey Ale,Triple Dipsea Belgian-Style Ale,Marin Brewing Co.,Larkspur,CA,Green Flash Trippel,Green Flash Brewing Co.,Vista,CA,Four,Allagash Brewing Co.,Portland,ME
2007,64,62,Robust Porter,Pt. Reyes Porter,Marin Brewing Co.,Larkspur,CA,Edmund Fitzgerald Porter,Great Lakes Brewing Co.,Cleveland,OH,Planet Porter,Boulder Beer Co.,Boulder,CO
2007,74,9,American-Style Wheat Wine Ale,Star Brew Triple Wheat,Marin Brewing Co.,Larkspur,CA,Wheat Wine,Portsmouth Brewery,Portsmouth,NH,Wheatmiser,Goose Island Brewpub,Chicago,IL
2007,58,35,French- and Belgian-Style Saison,Saison Vautour,McKenzie Brew House,Malvern,PA,Liquid Sun 1087,Rock Bottom Brewery Scottsdale,Scottsdale,AZ,Southampton Saison,Southampton Publick House,Southampton,NY
2007,62,58,Belgian Style Strong Specialty Ale,Celis Grand Cru,Michigan Brewing Co.,Webberville,MI,RedRock Reve,RedRock Brewing Co.,Salt Lake City,UT,Batch 8000,Bell’s Brewery,Galesburg,MI
2007,11,34,Experimental Beer,Imperial Chocolate Pumpkin Porter,Midnight Sun Brewing Co.,Anchorage,AK,Veritas 002,Port Brewing & The Lost Abbey,San Marcos,CA,Victor,Allagash Brewing Co.,Portland,ME
2007,26,33,American-Style Lager,Hamm’s,Miller Brewing Co.,Milwaukee,WI,Miller Genuine Draft,Miller Brewing Co.,Milwaukee,WI,McHenry Lager,Clipper City Brewing Co.,Baltimore,MA
2007,27,16,American-Style Specialty Lager,Icehouse,Miller Brewing Co.,Milwaukee,WI,Mickey’s Ice,Miller Brewing Co.,Milwaukee,WI,Mickey’s Malt Liquor,Miller Brewing Co.,Milwaukee,WI
2007,23,34,Munich-Style Helles,El Amigo Light,Mission Brewery,San Diego,CA,Gorch Foch,Three Floyds Brewing Co.,Munster,IN,What in the Helles?,Steamworks Brewing Co.,Durango/Bayfield,CO
2007,3,46,American-Style Hefeweizen,Whitetail Wheat,Montana Brewing Co.,Billings,MT,Easy Street Wheat,Odell Brewing Co.,Fort Collins,CO,American Hefeweizen,Gella’s Diner and Liquid Bread Brewing Co.,Hays,KS
2007,45,72,Imperial or Double India Pale Ale,Hopsickle,Moylan’s Brewing Co.,Novato,CA,Moylander,Moylan’s Brewing Co.,Novato,CA,Double Trouble Imperial IPA,21st Amendment Brewery,San Francisco,CA
2007,65,24,Classic Irish-Style Dry Stout,Moylan’s Irish Dry Stout,Moylan’s Brewing Co.,Novato,CA,,,,,Blarney Sisters Dry Irish Stout,Third Street Aleworks,Santa Rosa,CA
2007,69,36,Oatmeal Stout,Blue Corn Oatmeal Stout,New Mexico Brewers Guild,Santa Fe,NM,Oatmeal Stout,Schooner’s Grille & Brewery,Antioch,CA,Alaskan Stout,Alaskan Brewing Co.,Juneau,AK
2007,44,120,American-Style India Pale Ale,IPA,Odell Brewing Co.,Fort Collins,CO,Blind Pig IPA,Russian River Brewing Co.,Santa Rosa,CA,El Camino IPA,Mission Brewery,San Diego,CA
2007,1,24,American-Style Cream Ale or Lager,Lone Star,Pabst Brewing Co.,Woodridge,IL,Old Style,Pabst Brewing Co.,Woodridge,IL,TAPS Cream Ale,TAPS Fish House & Brewery,Brea,CA
2007,25,27,American-Style Light Lager,Old Milwaukee Light,Pabst Brewing Co.,Woodridge,IL,Pabst Blue Ribbon Light,Pabst Brewing Co.,Woodridge,IL,Coors Light,Coors Brewing Co.,Golden,CO
2007,53,45,American-Style Brown Ale,Doryman’s Dark Ale,Pelican Pub & Brewery,Pacific City,OR,RedRock Nut Brown Ale,RedRock Brewing Co.,Salt Lake City,UT,Bitch Creek ESB,Grand Teton Brewing Co.,Victor,ID
