year,style,medal,beer,brewery,city,state
2013,German-Style Wheat Ale,silver,Bavarian Sun,RAM Restaurant & Brewery,IllinoisWheeling,IL
2013,German-Style Wheat Ale,bronze,Saint Arnold Weedwacker,Saint Arnold Brewing,Houston,TX
2013,Bock,gold,Troegenator Double Bock,Tröegs Brewing Co.,Hershey,PA
2013,Bock,silver,Andygator,Abita Brewing Co.,Abita Springs,LA
2013,Bock,bronze,Goat Rancher,Sand,LotDenver,CO
2013,Fruit Beer,gold,Golden KnotChardonnay,Blue Moon Brewing Co.,Denver,CO
2013,Fruit Beer,silver,Serendipity,New Glarus Brewing,New Glarus,WI
2013,Fruit Beer,bronze,Sparkleberry Ale,Bell’s Brewery,Galesburg,MI
2013,Scotch Ale,gold,Wee Heavy,Dry Dock Brewing,South Dock,
2013,Scotch Ale,silver,Loose Lucy Scotch Ale,Seabright Brewery,Santa Cruz,CA
2013,Scotch Ale,bronze,Heritage,Bear Republic Brewing,Healdsburg,CA
2013,Vienna-Style Lager,gold,Churchville Lager,Neshaminy Creek Brewing,Croydon,PA
2013,Vienna-Style Lager,silver,Oktoberfest,Port City Brewing Co.,Alexandria,VA
2013,Vienna-Style Lager,bronze,Octoberfest,Sly Fox Brewhouse,Pottstown,PA
2013,Imperial India Pale Ale,gold,Hop JuJu,Fat Heads Brewery,Middleburg Heights,OH
2013,Imperial India Pale Ale,silver,Permanent Funeral,Three Floyds Brewing Co.,Munster,IN
2013,Imperial India Pale Ale,bronze,Notch 9 Double IPA,Smartmouth Brewing Co.,Norfolk,VA
2013,Coffee Beer,gold,Panama Joe’s Coff ee Stout,Il Vicino Brewing,Albuquerque,NM
2013,Coffee Beer,silver,Barrel-Aged Sump Coff ee Stout,Perennial Artisan Ales,St. Louis,MO
2013,Coffee Beer,bronze,System of a Stout,Beachwood BBQ & Brewing,Long Beach,CA
2013,Indigenous Beer,gold,Vinland 2,Mystic Brewery,Chelsea,MA
2013,Indigenous Beer,silver,Sage Fight Imperial IPA,Deschutes Brewery,Bend,OR
2013,Indigenous Beer,bronze,Poor Richard’s Tavern Spruce,Yards Brewing Co.,Philadelphia,PA
2013,American-Style Dark Lager,gold,Old Virginia Dark,Devils Backbone Brewing,Roseland,VA
2013,American-Style Dark Lager,silver,Leinenkugel’s Creamy Dark,Jacob Leinenkugel Brewing,Chippewa Falls,WI
2013,American-Style Dark Lager,bronze,Black Diamond,Bend Brewing,Bend,OR
2013,Irish-Style Red Ale,gold,Red Trolley Ale,Karl Strauss Brewing,San Diego,CA
2013,Irish-Style Red Ale,silver,Colorado Boy Irish Ale,Colorado Boy Brewing Co.,Ridgway,CO
2013,Irish-Style Red Ale,bronze,Ragtop Red,Rock Bottom,Broomfi eld,CO
2013,American-Style Brett Beer,gold,Serenity,Wicked Weed Brewing,Asheville,NC
2013,American-Style Brett Beer,silver,Sanctifi cation,Russian River Brewing,Santa Rosa,CA
2013,American-Style Brett Beer,bronze,HopSavant,Crooked Stave Artisan Beer Project,Denver,CO
2013,Experimental Beer,gold,Hops n’ Roses,Captain Lawrence Brewing,Elmsford,NY
2013,Experimental Beer,silver,Dragon’s Milk ReserveSmaug’s Breath,New Holland Brewing,Holland,MI
2013,Experimental Beer,bronze,Redrock Paardebloem,Redrock Brewery,Salt Lake City,UT
2013,Field Beer or Pumpkin Beer,gold,Elektrick Cukumbahh,Trinity Brewing,Colorado Springs,CO
2013,Field Beer or Pumpkin Beer,silver,Anaheim IPA,RAM Restaurant & Brewery,Indianapolis,IN
2013,Field Beer or Pumpkin Beer,bronze,Splashing Pumpkin,Great South Bay Brewery,Bay Shore,NY
2013,Herb and Spice Beer,gold,Bitterama,Namaste Brewing at the Whip In,Austin,TX
2013,Herb and Spice Beer,silver,Chai Milk Stout,Yak & Yeti Restaurant & Brewpub,Arvada,CO
2013,Herb and Spice Beer,bronze,Elba,Black Star Co-op,Austin,TX
2013,Aged Beer,gold,Lovely,Bend Brewing,Bend,OR
2013,Aged Beer,silver,2009 Big Black Voodoo Daddy,Voodoo Brewery,Meadville,PA
2013,Aged Beer,bronze,COLOSSAL ONE,Port City Brewing Co.,Alexandria,VA
2013,Smoke Beer,gold,Second Hand Smoke,SandLot,Denver,CO
2013,Smoke Beer,silver,Smokin’ Handsome,Yellow Springs Brewery,Yellow Springs,OH
2013,Smoke Beer,bronze,COLOSSAL TWO,Port City Brewing Co.,Alexandria,VA
2013,Imperial Stout,gold,Ale Epeteios,Left Coast Brewing Co.,San Clemente,CA
2013,Imperial Stout,silver,Russian Imperial Stout,Iron Hill Brewery,Wilmington,DE
2013,Imperial Stout,bronze,Hammer and Sickle,Renegade Brewing Co.,Denver,CO
2013,Belgian-Style Strong Specialty Ale,gold,Stumblin’ Monk,Stewart’s Brewing Co.,Bear,DE
2013,Belgian-Style Strong Specialty Ale,silver,Quad Damn It,Chicago Brewing,Las Vegas,NV
2013,Belgian-Style Strong Specialty Ale,bronze,The TwelveBelgian Quad,Black Diamond Brewing Co.,Concord,CA
2013,Specialty Beer,gold,Warmer,Hangar 24 Craft Brewery,Redlands,CA
2013,Specialty Beer,silver,Fate Candy Bar Milk Stout,Fate Brewing Co.,Scottsdale,AZ
2013,Specialty Beer,bronze,Pack Dog Peanut Butter Ale,Marley’s Brewery & Grille,Bloomsburg,PA
2013,Belgian- and French-Style Ale,gold,Azreal,Devils Backbone Brewing,Outpost,
2013,Belgian- and French-Style Ale,silver,Grisette,Sly Fox Brewhouse,Pottstown,PA
2013,Belgian- and French-Style Ale,bronze,California Ale,Telegraph Brewing Co.,Santa Barbara,CA
2013,German-Style Doppelbock or Eisbock,gold,Samuel Adams Double Bock,Samuel Adams Brewing,Cincinnati,OH
2013,German-Style Doppelbock or Eisbock,silver,Christian Moerlein Emancipator,Christian Moerlein Brewing Co.,Cincinnati,OH
2013,German-Style Doppelbock or Eisbock,bronze,Resurrection Doppelbock,Red Lodge Ales,Red Lodge,MT
2013,American-Style Wheat Beer With Yeast,gold,American Hefeweizen,Gella's Diner,Hays,KS
2013,American-Style Wheat Beer With Yeast,silver,Wheatfi sh,Great Northern Brewing,Whitefi sh,MT
2013,American-Style Wheat Beer With Yeast,bronze,Helio Hefeweizen,Red Lodge Ales,Red Lodge,MT
2014,Fruit Wheat Beer,gold,Apricot Ale,Pyramid Breweries,Seattle,WA
2014,Fruit Wheat Beer,silver,Peachy Peach,Pagosa Brewing,Pagosa Springs,CO
2014,Fruit Wheat Beer,bronze,Wasatch Apricot Hefeweizen,Wasatch Brewery,Park City,UT
2014,German-Style Schwarzbier,gold,Schwartz Bier,Devils Backbone Brewing,Lexington,VA
2014,German-Style Schwarzbier,silver,Lobo Negro,Pedernales Brewing Co.,Fredericksburg,TX
2014,German-Style Schwarzbier,bronze,Duck-Rabbit Schwarzbier,The Duck-Rabbit Craft Brewery,Farmville,NC
2014,Munich-Style Helles,gold,Golden Export,Gordon Biersch Brewery,Broomfield,CO
2014,Munich-Style Helles,silver,Saint Arnold Summer Pils,Saint Arnold Brewing,Houston,TX
2014,Munich-Style Helles,bronze,Stammtisch Lager,Titletown Brewing Co.,Green Bay,WI
2014,Bock,gold,Troegenator,Tröegs Brewing Co.,Hershey,PA
2014,Bock,silver,Turbo Cougar,Devils Backbone Brewing,Lexington,VA
2014,Bock,bronze,Winterbock,Triumph Brewing,New Hope,PA
2014,Irish-Style Red Ale,gold,‘Rado’s Red Ale,Crow Hop Brewing Co.,Loveland,CO
2014,Irish-Style Red Ale,silver,Piper Down,Ballast Point Brewing,San Diego,CA
2014,Irish-Style Red Ale,bronze,“Hydraulion” Red,Three Notch’d Brewing Co.,Charlottesville,VA
2014,English-Style Brown Ale,gold,Sir William’s English Brown Ale,Grapevine Craft Brewery,Grapevine,TX
2014,English-Style Brown Ale,silver,,,,
2014,English-Style Brown Ale,bronze,Bonanza Brown Ale,Tenaya Creek Brewery,Las Vegas,NV
2014,Historical Beer,gold,Thurston,New Helvetia Brewing Co.,Sacramento,CA
2014,Historical Beer,silver,White Eagle Smoked Wheat,RAM Restaurant,Schaumburg,IL
2014,Historical Beer,bronze,Poor Richard’s Tavern Spruce,Yards Brewing Co.,Philadelphia,PA
2014,Belgian-Style Lambic or Sour Ale,gold,Benedictum,Real Ale Brewing Co.,Blanco,TX
2014,Belgian-Style Lambic or Sour Ale,silver,Coolship Resurgam,Allagash Brewing Co.,Portland,ME
2014,Belgian-Style Lambic or Sour Ale,bronze,Jon Flanders,Tustin Brewing Co.,Tustin,CA
2014,Smoke Beer,gold,Rauchbier,Gordon Biersch Brewery,Annapolis,MD
2014,Smoke Beer,silver,Smokejumper Smoked Imperial Porter,Left Hand Brewing Co.,Longmont,CO
2014,Smoke Beer,bronze,Alaskan Smoked Porter 2013,Alaskan Brewing,Juneau,AK
2014,American-Style Wheat Beer,gold,Red Dawn,Carson’s Brewery,Evansville,IN
2014,American-Style Wheat Beer,silver,Yellow Armadillo,Thirsty Planet Brewing,Austin,TX
2014,American-Style Wheat Beer,bronze,Amber Waves,10 Barrel Brewing Co.,Bend,OR
2014,German-Style Märzen,gold,Capital Oktoberfest,Capital Brewery,Middleton,WI
2014,German-Style Märzen,silver,Duck-Rabbit Marzen,The Duck-Rabbit Craft Brewery,Farmville,NC
2014,German-Style Märzen,bronze,Octoberfest,Abita Brewing Co.,Abita Springs,LA
2014,German-Style Pilsener,gold,Pivo,Firestone Walker,Paso Robles,CA
2014,German-Style Pilsener,silver,STS Pils,Russian River Brewing,Santa Rosa,CA
2014,German-Style Pilsener,bronze,Tiny Bomb,Wiseacre Brewing Co.,Memphis,TN
2014,American-Style Brown Ale,gold,Face Down Brown,Telluride Brewing Co.,Telluride,CO
2014,American-Style Brown Ale,silver,Braggarts Brown Ale,Diebolt Brewing Co.,Denver,CO
2014,American-Style Brown Ale,bronze,Upslope Brown Ale,Upslope Brewing Co.,Boulder,CO
2014,Wood- and Barrel-Aged Sour Beer,gold,Sour Beer #2,Two Brothers Brewing Co.,Warrenville,IL
2014,Wood- and Barrel-Aged Sour Beer,silver,Recolte Du BoisApricot,Tahoe Mountain Brewing,Truckee,CA
2014,Wood- and Barrel-Aged Sour Beer,bronze,Yazoo Embrace the Funk “Cherry Deux Rouges”,Yazoo Brewing,Nashville,TN
2014,Dortmunder or German-Style Oktoberfest,gold,The Weasel,CB & Potts Restaurant & Brewery,Highlands Ranch,CO
2014,Dortmunder or German-Style Oktoberfest,silver,Rolling Thunder Dortmunder,Snake River Brewing,Jackson,WY
2014,Dortmunder or German-Style Oktoberfest,bronze,Move Back,The Sandlot,Denver,CO
2014,Field Beer,gold,Cucumber Crush,10 Barrel Brewing Co.,Bend,OR
2014,Field Beer,silver,3 Pepper Ale,Rock Bottom,Broomfield,CO
2014,Field Beer,bronze,Elektrick Cukumbahh,Trinity Brewing,Colorado Springs,CO
2014,American-Style Stout,gold,Defender,Haymarket Pub & Brewery,Chicago,IL
2014,American-Style Stout,silver,Disorder,Barley Brothers Brewery,Baker City,OR
2014,American-Style Stout,bronze,P2P,10 Barrel Brewing Co.,Bend,OR
2014,Wood- and Barrel-Aged Strong Beer,gold,Lonesome Dove,Sun King Brewery,Indianapolis,IN
2014,Wood- and Barrel-Aged Strong Beer,silver,Barrel Aged 666: Sympathy for the Devil,Sun King Brewery,Indianapolis,IN
2014,Wood- and Barrel-Aged Strong Beer,bronze,Buffalo Bock,Minneapolis Town Hall Brewery,Minneapolis,MN
2014,French- and Belgian-Style Saison,gold,Daily Wages,Brasserie Saint James,Reno,NV
2014,French- and Belgian-Style Saison,silver,Un Atout,Beachwood BBQ & Brewing,Long Beach,CA
2014,French- and Belgian-Style Saison,bronze,Saison-Brett,Boulevard Brewing,Kansas City,MO
2014,American-Style India Pale Ale,gold,Breakside IPA,Breakside Brewery,Milwaukie,OR
2014,American-Style India Pale Ale,silver,Senita,Half Acre Beer Co.,Chicago,IL
2014,American-Style India Pale Ale,bronze,Bodhi,Columbus Brewing Co.,Columbus,OH
2014,Fresh or Wet Hop Ale,gold,Fresh Hop Pallet Jack IPA,Barley Brothers Brewery,Baker City,OR
2014,Fresh or Wet Hop Ale,silver,Fresh Hop Superpower IPA,Comrade Brewing Co.,Denver,CO
2014,Fresh or Wet Hop Ale,bronze,Acequia IPA,Bosque Brewing Co.,Albuquerque,NM
2014,American-Style Amber/Red Ale,gold,Dougie Style Amber Ale,Canteen Brewhouse,Albuquerque,NM
2014,American-Style Amber/Red Ale,silver,Amber Waves Ale,Capitol City Brewing,Arlington,VA
2014,American-Style Amber/Red Ale,bronze,Rocco Red Ale,Bootlegger’s Brewery,Fullerton,CA
2014,Barley Wine-Style Ale,gold,AleSmith Old Numbskull,AleSmith Brewing,San Diego,CA
2014,Barley Wine-Style Ale,silver,Mastiff Barleywine,Campbell Brewing Co.,Campbell,CA
2014,Barley Wine-Style Ale,bronze,Galaxian,Bootlegger’s Brewery,Fullerton,CA
2014,Coffee Beer,gold,Mocha Machine,Beachwood BBQ & Brewing,Long Beach,CA
2014,Coffee Beer,silver,Batshit Crazy,MobCraft Beer,Madison,WI
2014,Coffee Beer,bronze,Ascension,Community Beer Co.,Dallas,TX
2014,English-Style Summer Ale,gold,True Blonde Ale,Ska Brewing,Durango,CO
2014,English-Style Summer Ale,silver,Ale 208,Grand Teton Brewing,Victor,ID
2014,English-Style Summer Ale,bronze,Surfer’s Summer Ale,Pelican Brewing Co.,Tillamook,OR
2014,Belgian-Style Witbier,gold,White Ale,Saint Archer Brewing Co.,San Diego,CA
2014,Belgian-Style Witbier,silver,Ommegang Witte,Brewery Ommegang,Cooperstown,NY
2014,Belgian-Style Witbier,bronze,ZON Belgian-Style Witbier,Boulevard Brewing,Kansas City,MO
2014,Belgian-Style Fruit Beer,gold,Raspberry Provincial,Funkwerks,Fort Collins,CO
2014,Belgian-Style Fruit Beer,silver,Saison en Regalia,Roadhouse Brewing Co.,Jackson,WY
2014,Belgian-Style Fruit Beer,bronze,Poire du Pélican,Pelican Pub,Pacific City,OR
2014,Wood- and Barrel-Aged Strong Stout,gold,A Night to End All Dawns,Kane Brewing Co.,Ocean,NJ
2014,Wood- and Barrel-Aged Strong Stout,silver,Bourbon Barrel Aged Dark Star,Fremont Brewing Co.,Seattle,WA
2014,Wood- and Barrel-Aged Strong Stout,bronze,Jaguar Shark,Pinthouse Pizza,Austin,TX
2014,American-Style Lager or Light Lager,gold,Miller Lite,Miller Brewing,Milwaukee,WI
2014,American-Style Lager or Light Lager,silver,Coors Light,Coors Brewing,Golden,CO
2014,American-Style Lager or Light Lager,bronze,Coors Banquet,Coors Brewing,Golden,CO
2014,American-Style Brett Beer,gold,Beltane,Propolis Brewing,Port Townsend,WA
2014,American-Style Brett Beer,silver,Peche ‘n Brett,Logsdon Organic Farm Brewery,Hood River,OR
2014,American-Style Brett Beer,bronze,Curiosity No. 2,Creature Comforts Brewing Co.,Athens,GA
2014,Belgian-Style Tripel,gold,Golden Monkey,Victory Brewing Co.,Downingtown,PA
2014,Belgian-Style Tripel,silver,Bedotter,Iron Hill Brewery,Newark,DE
2014,Belgian-Style Tripel,bronze,La Flama Dorada,Pizza Port,Ocean Beach,CA
2014,English-Style India Pale Ale,gold,Tumbleweed IPA,Lewis & Clark Brewing Co.,Helena,MT
2014,English-Style India Pale Ale,silver,Gatecrasher IPA,Temperance Beer Co.,Evanston,IL
2014,English-Style India Pale Ale,bronze,Burton IPA,Iron Hill Brewery,Media,PA
2014,Imperial Red Ale,gold,Imperial Red,Marble Brewery,Albuquerque,NM
2014,Imperial Red Ale,silver,Hop Donkey Imperial Red Ale,Auburn Alehouse,Auburn,CA
2014,Imperial Red Ale,bronze,Shark Attack,Port Brewing Co.,San Marcos,CA
2014,German-Style Doppelbock or Eisbock,gold,Samuel Adams Double Bock,Boston Beer Co.,Boston,MA
2014,German-Style Doppelbock or Eisbock,silver,The Kaiser,Avery Brewing,Boulder,CO
2014,German-Style Doppelbock or Eisbock,bronze,The Regulator,Rahr & Sons Brewing,Fort Worth,TX
2014,Specialty Honey Beer,gold,Mampara,Wicked Weed Brewing,Asheville,NC
2014,Specialty Honey Beer,silver,Mexican Honey,Indeed Brewing Co.,Minneapolis,MN
2014,Specialty Honey Beer,bronze,Blue Moon Honey Grand Cru,Blue Moon Brewing Co.,Denver,CO
2014,European-Style Dunkel,gold,Chuckanut Dunkel,Chuckanut Brewery,Bellingham,WA
2014,European-Style Dunkel,silver,Buoy Dunkel,Buoy Beer Co.,Astoria,OR
2014,European-Style Dunkel,bronze,Dunkles,Gordon Biersch Brewery,San Jose,CA
2014,Sweet Stout or Cream Stout,gold,West O CocO,West O Beer,West Okoboji,IA
2014,Sweet Stout or Cream Stout,silver,Milk Stout,Left Hand Brewing Co.,Longmont,CO
2014,Sweet Stout or Cream Stout,bronze,Outlaw Milk Stout,Great Basin Brewing,Reno,NV
2014,American-Style Strong Pale Ale,gold,Scepter Head,Draught Works,Missoula,MT
2014,American-Style Strong Pale Ale,silver,Fire Eagle,Austin Beerworks,Austin,TX
2014,American-Style Strong Pale Ale,bronze,Breakside Wanderlust IPA,Breakside Brewery,Milwaukie,OR
2014,Scottish-Style Ale,gold,Scottish Pride,McHale’s Brewhouse,Chattanooga,TN
2014,Scottish-Style Ale,silver,Back Country Scottish Ale,Lewis & Clark Brewing Co.,Helena,MT
2014,Scottish-Style Ale,bronze,McGreagor Scottish Ale,Kootenai River Brewing Co.,Bonners Ferry,ID
2014,Rye Beer,gold,Rye Pale Ale,The Civil Life Brewing Co.,St. Louis,MO
2014,Rye Beer,silver,Rye of the Tiger,Iron Hill Brewery,Media,PA
2014,Rye Beer,bronze,Rockchuck Rye,Lander Brewing Co.,Lander,WY
2014,German-Style Kölsch,gold,Laimas Kolsch,FATE Brewing Co.,Boulder,CO
2014,German-Style Kölsch,silver,Sun Dazed,Old Town Brewing,Portland,OR
2014,German-Style Kölsch,bronze,Canoe Paddler,Leinenkugel Brewing,Chippewa Falls,WI
2014,American-Style or International-Style,gold,Pre-Flight Pilsner,Airways Brewing Co.,Kent,WA
2014,American-Style or International-Style,silver,Howdy Beer,The Post Brewing Co.,Lafayette,CO
2014,American-Style or International-Style,bronze,Remain In Light,Cambridge Brewing,Cambridge,MA
2014,Kellerbier or Zwickelbier,gold,Gold Beach Lager,Arch Rock Brewing Co.,Gold Beach,OR
2014,Kellerbier or Zwickelbier,silver,Surfliner Lager,Figueroa Mountain Brewing,Santa Barbara,CA
2014,Kellerbier or Zwickelbier,bronze,18th Rebellion,Horse Thief Hollow,Chicago,IL
2014,Specialty Beer,gold,Campfire Stout,High Water Brewing,Chico,CA
2014,Specialty Beer,silver,Maple Tripple Ale,Lawson’s Finest Liquids,Warren,VT
2014,Specialty Beer,bronze,Nutcase Peanut Butter Porter,Listermann/Triple Digit Brewing Co.,Cincinnati,OH
2014,South German-Style Hefeweizen,gold,Little Egypt Hefeweizen,Carbondale Craft Beer,Carbondale,IL
2014,South German-Style Hefeweizen,silver,Hefeweizen,Black Market Brewing Co.,Temecula,CA
2014,South German-Style Hefeweizen,bronze,Washout Wheat,Holy City Brewing,Charleston,SC
2014,Other Strong Beer,gold,Double White,Marble Brewery,Albuquerque,NM
2014,Other Strong Beer,silver,Shadow of the Moon Imperial Stout,Flossmoor Station,Flossmoor,IL
2014,Other Strong Beer,bronze,Aphotic Imperial Porter,High Water Brewing,Chico,CA
2014,Foreign-Style Stout,gold,Void of Light,Gun Hill Brewing Co.,Bronx,NY
2014,Foreign-Style Stout,silver,Wooster New Stout,JAFB Wooster Brewery,Wooster,OH
2014,Foreign-Style Stout,bronze,San Quentin’s Breakout Stout,Marin Brewing,Larkspur,CA
2014,Golden or Blonde Ale,gold,,,,
2014,Golden or Blonde Ale,silver,5 Rabbit Golden Ale,5 Rabbit Cerveceria,Bedford Park,IL
2014,Golden or Blonde Ale,bronze,Gold,Heavy Seas Beer,Baltimore,MD
2014,Other Belgian-Style Ale,gold,Witty Moron,Stone Brewing,San Diego,CA
2014,Other Belgian-Style Ale,silver,La Querelle,Mystery Brewing Co.,Hillsborough,NC
2014,Other Belgian-Style Ale,bronze,Darth Delirium,Broken Tooth Brewing,Anchorage,AK
2014,American-Belgo-Style Ale,gold,White IPA,Badger Hill Brewing,St. Louis Park,MN
2014,American-Belgo-Style Ale,silver,Belgian IPA,Gordon Biersch Brewery,Rockville,MD
2014,American-Belgo-Style Ale,bronze,Le Freak,Green Flash Brewing Co.,San Diego,CA
2014,American-Style Amber Lager,gold,Colorado Native Amber Lager,AC Golden,Golden,CO
2014,American-Style Amber Lager,silver,Colorado Native Golden Lager,AC Golden,Golden,CO
2014,American-Style Amber Lager,bronze,Rocket Bike Lager,Moab Brewery,Moab,UT
2014,Herb and Spice Beer,gold,Basil Beer,Blind Tiger Brewery,Topeka,KS
2014,Herb and Spice Beer,silver,Aloha Piña,5 Stones Artisan Brewery,Cibolo,TX
2014,Herb and Spice Beer,bronze,Dawn Patrol Breakfast Stout,Coastal Empire Beer Co.,Savannah,GA
2014,American-Style Wheat Beer With Yeast,gold,Whitetail Wheat,Montana Brewing,Billings,MT
2014,American-Style Wheat Beer With Yeast,silver,Hefeweizen,Widmer Brothers Brewing,Portland,OR
2014,American-Style Wheat Beer With Yeast,bronze,Wheatfish Wheat Lager,Great Northern Brewing,Whitefish,MT
2014,Aged Beer,gold,2012 Great Scot!,Peticolas Brewing Co.,Dallas,TX
2014,Aged Beer,silver,Saint Bob’s Imperial Stout ‘07,Canteen Brewhouse,Albuquerque,NM
2014,Aged Beer,bronze,Brother Dewey’s Date Night,College Street Brewhouse & Pub,Lake Havasu City,AZ
2014,Vienna-Style Lager,gold,Danish Red Lager,Figueroa Mountain Brewing,Buellton,CA
2014,Vienna-Style Lager,silver,Gumps,Platt Park Brewing Co.,Denver,CO
2014,Vienna-Style Lager,bronze,VTwin,Motorworks Brewing,Bradenton,FL
2014,German-Style Sour Ale,gold,Reserve Wheat Ale,Telegraph Brewing Co.,Santa Barbara,CA
2014,German-Style Sour Ale,silver,Old Pro Gose,Union Craft Brewing,Baltimore,MD
2014,German-Style Sour Ale,bronze,Berliner Weiss,Fegley’s Brew Works,Allentown,PA
2014,Baltic-Style Porter,gold,Perkuno’s Hammer,EarthBread + Brewery,Philadelphia,PA
2014,Baltic-Style Porter,silver,Black Eagle Baltic Porter,Black Tooth Brewing Co.,Sheridan,WY
2014,Baltic-Style Porter,bronze,Puddy Porter,Faction Brewing Co.,Alameda,CA
2014,Experimental Beer,gold,Key Lime Pie,Short’s Brewing Co.,Elk Rapids,MI
2014,Experimental Beer,silver,Redrock Paardebloem,Redrock Brewery,Salt Lake City,UT
2014,Experimental Beer,bronze,Black Project #1,Former Future Brewing Co.,Denver,CO
